1H	2H	3H	4H	5H	1V	2V	3V	4V	5V	Modifications	Chromosome	Student's T-test Significant Avastin_Control	Student's T-test significant	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# Razor Peptides	# Peptides Sequest HT	Student's T-test p-value Avastin_Control	Student's T-test Difference Avastin_Control	Student's T-test Test statistic Avastin_Control	Entrez Gene ID	Ensembl Gene ID	Gene ID	Description	Accession
6,646727	6,575661	6,666754	6,613964	6,596147	6,654606	6,627164	6,725103	6,656439	6,670281		10	+	Avastin_Control	34	102	28	1	6	34	0,0131945509813849	0,0468683242797852	4,24653075045214	3799	ENSG00000170759.10	KIF5B	Kinesin-1 heavy chain [OS=Homo sapiens]	P33176
6,455131	6,730532	6,647127	6,654137	6,598147	6,637043	6,68206	6,571986	6,711177	6,725195		9			12	25	9	1	0	12	0,381660534758455	0,0484777450561523	0,982086937158484	26953	ENSG00000137040.9	RANBP6	ran-binding protein 6 [OS=Homo sapiens]	O60518
6,67905	6,576225	6,587684	6,616817	6,637335	6,642064	6,57739	6,739691	6,705199	6,664596		17			16	31	16	1	0	16	0,23712880920511	0,0463657379150391	1,38912790873706	399687	ENSG00000196535.15	MYO18A	Unconventional myosin-XVIIIa [OS=Homo sapiens]	Q92614-1
6,57735	6,669737	6,582929	6,686993	6,578711	6,588705	6,685804	6,703187	6,678589	6,673334		X			8	16	6	1	1	8	0,139644056153665	0,0467802047729492	1,8397182464202	2332	ENSG00000102081.13	FMR1	synaptic functional regulator FMR1 [OS=Homo sapiens]	Q06787
6,566786	6,587852	6,622015	6,70182	6,618269	6,613558	6,678017	6,691289	6,73734	6,610941		X	+	Avastin_Control	16	35	16	1	0	16	0,0467787413450604	0,0468803405761719	2,84187500440576	8573	ENSG00000147044.20	CASK	peripheral plasma membrane protein CASK [OS=Homo sapiens]	O14936
6,680295	6,533134	6,597286	6,641668	6,638549	6,674195	6,536828	6,797699	6,580901	6,726507		X			4	7	4	1	0	4	0,378772251513675	0,0450395584106445	0,988717363472839	23597	ENSG00000123130.16	ACOT9	Isoform 4 of Acyl-coenzyme A thioesterase 9, mitochondrial [OS=Homo sapiens]	Q9Y305-4
6,300595	6,814302	6,738461	6,734595	6,413306	6,516493	6,632942	6,545089	6,805141	6,796214		X			3	6	3	1	0	3	0,626801684712752	0,0589238166809082	0,525842542139105	5165	ENSG00000067992.12	PDK3	Isoform 2 of [Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial [OS=Homo sapiens]	Q15120-2
6,600695	6,621203	6,553052	6,676662	6,644773	6,639522	6,636519	6,671	6,73379	6,651748		6;CHR_HSCHR6_MHC_APD_CTG1;CHR_HSCHR6_MHC_COX_CTG1;CHR_HSCHR6_MHC_MANN_CTG1;CHR_HSCHR6_MHC_MCF_CTG1;CHR_HSCHR6_MHC_QBL_CTG1;CHR_HSCHR6_MHC_SSTO_CTG1			4	12	4	1	0	4	0,0751084782151599	0,0472386360168457	2,39072658506387	10554	ENSG00000235758.9;ENSG00000228892.9;ENSG00000227642.9;ENSG00000206324.11;ENSG00000204310.11;ENSG00000236873.9;ENSG00000226467.9	AGPAT1	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha [OS=Homo sapiens]	Q99943
6,656765	6,691897	6,653834	6,58569	6,504599	6,701772	6,71699	6,622784	6,669594	6,621783		7			19	40	19	1	0	19	0,131118846077008	0,0480278015136719	1,89416355412658	9031	ENSG00000009954.10	BAZ1B	Tyrosine-protein kinase BAZ1B [OS=Homo sapiens]	Q9UIG0
6,710154	6,693747	6,606134	6,56602	6,511619	6,716949	6,729995	6,705954	6,593468	6,578584		17	+	Avastin_Control	3	6	3	1	0	3	0,0434743195384317	0,0474552154541016	2,91467473067699	23131	ENSG00000186566.12	GPATCH8	G patch domain-containing protein 8 [OS=Homo sapiens]	Q9UKJ3-1
6,616734	6,675988	6,655234	6,47973	6,657931	6,717922	6,625108	6,667781	6,62382	6,69378		10			4	14	2	1	0	4	0,227437681167522	0,0485587120056152	1,42442280143159	55176	ENSG00000065665.20	SEC61A2	Protein transport protein Sec61 subunit alpha isoform 2 [OS=Homo sapiens]	Q9H9S3
6,692049	6,607311	6,643849	6,625709	6,526688	6,703903	6,654632	6,689998	6,663888	6,621162		X	+	Avastin_Control	40	95	40	1	0	40	0,0234918886361164	0,0475955009460449	3,56446378803501	8243	ENSG00000072501.17	SMC1A	structural maintenance of chromosomes protein 1a [OS=Homo sapiens]	Q14683
6,368085	6,569853	6,561455	6,735539	6,820873	6,497426	6,547042	6,540056	6,948664	6,746693		15			5	44	4	1	0	5	0,4542152892207	0,0448150634765625	0,827993208771624	594855	ENSG00000213578.5	CPLX3	Complexin-3 [OS=Homo sapiens]	Q8WVH0
6,436025	6,701059	6,875198	6,556057	6,475405	6,5991	6,647355	6,873922	6,566729	6,60362		16			2	4	2	1	0	2	0,296002836851694	0,0493964195251465	1,20100299639524	51108	ENSG00000197006.13	METTL9	Methyltransferase-like protein 9 [OS=Homo sapiens]	Q9H1A3
6,62306	6,530973	6,593951	6,700416	6,63858	6,68292	6,514091	6,78195	6,665723	6,678003		5			4	10	4	1	0	4	0,2963009063902	0,0471412658691406	1,20014521105531	10827	ENSG00000055147.18	FAM114A2	Protein FAM114A2 [OS=Homo sapiens]	Q9NRY5
6,652441	6,516738	6,644244	6,671704	6,608699	6,499412	6,654578	6,923027	6,60798	6,608318					5	8	5	1	0	5	0,6283884244843	0,0398978233337402	0,523344008803959				Isoform 4 of Protein sidekick-2 [OS=Homo sapiens]	Q58EX2-4
6,630601	6,502999	6,516932	6,677346	6,755499	6,585712	6,608782	6,765832	6,678589	6,689448		12			5	12	5	1	0	5	0,446540647874501	0,0489971160888672	0,843293456939371	2799	ENSG00000135677.10	GNS	N-acetylglucosamine-6-sulfatase [OS=Homo sapiens]	P15586
6,642506	6,550961	6,60071	6,656841	6,642094	6,65525	6,597648	6,721606	6,629268	6,727221		3			5	10	5	1	0	5	0,14266479212847	0,047575855255127	1,82128005742554	8545	ENSG00000163320.10	CGGBP1	CGG triplet repeat-binding protein 1 [OS=Homo sapiens]	Q9UFW8
6,486205	6,62339	6,566815	6,772806	6,635115	6,48462	6,659638	6,733314	6,734694	6,709381		7			20	86	7	1	15	20	0,248518057722458	0,0474631309509277	1,34943071078415	397603		IDH2	Isocitrate dehydrogenase [NADP], mitochondrial [OS=Sus scrofa]	P33198
6,486677	6,646652	6,74739	6,588644	6,618269	6,62716	6,684394	6,613176	6,703902	6,705166		10			9	36	9	1	0	9	0,371278564546495	0,0492331504821777	1,00612695077418	57118	ENSG00000183049.12	CAMK1D	calcium/calmodulin-dependent protein kinase type 1D [OS=Homo sapiens]	Q8IU85-1
6,503027	6,710075	6,584709	6,620192	6,672987	6,597637	6,723149	6,537523	6,748193	6,719019		2			9	31	9	1	0	9	0,201269746476248	0,0469059944152832	1,52784633078144	8575	ENSG00000180228.12	PRKRA	Interferon-inducible double-stranded RNA-dependent protein kinase activator A [OS=Homo sapiens]	O75569-1
6,329818	6,667276	6,616308	6,725425	6,722239	6,506991	6,825741	6,377206	6,930301	6,624788		11			10	34	7	1	0	10	0,668970283617478	0,0407919883728027	0,46066598161261	1740	ENSG00000150672.16	DLG2	Isoform 3 of Disks large homolog 2 [OS=Homo sapiens]	Q15700-3
6,665823	6,56453	6,648635	6,693901	6,516253	6,605788	6,611461	6,784824	6,618808	6,701586		1			5	17	5	1	0	5	0,417753415351472	0,0466649055480957	0,902650516424344	10269	ENSG00000084073.8	ZMPSTE24	caax prenyl protease 1 homolog [OS=Homo sapiens]	O75844
6,346057	6,738085	6,62273	6,633649	6,724494	6,540706	6,78267	6,426805	6,886807	6,653203		6			15	59	13	1	3	15	0,6156246528669	0,0450351715087891	0,543552774621807	9892	ENSG00000065609.14	SNAP91	Clathrin coat assembly protein AP180 [OS=Homo sapiens]	O60641-1
6,624931	6,646667	6,645717	6,619811	6,559949	6,682993	6,64648	6,726466	6,645038	6,632973		14	+	Avastin_Control	7	18	7	1	0	7	0,0358442080250465	0,0473751068115234	3,11079766607417	5411		PNN	Pinin [OS=Homo sapiens]	Q9H307
6,603538	6,592335	6,640826	6,614312	6,64524	6,644812	6,649724	6,692033	6,638062	6,707121		4	+	Avastin_Control	12	27	12	1	0	12	0,00226016764338222	0,0471000671386719	6,94311122391902	22998	ENSG00000064042.17	LIMCH1	LIM and calponin homology domains-containing protein 1 [OS=Homo sapiens]	Q9UPQ0-1
6,64864	6,582603	6,646506	6,516354	6,692752	6,784008	6,531239	6,723686	6,476525	6,79081		12			4	8	4	1	0	4	0,309612713196469	0,043882942199707	1,16263727507457	10956	ENSG00000135506.15	OS9	Protein os-9 [OS=Homo sapiens]	Q13438-1
6,677018	6,646214	6,632262	6,57129	6,566634	6,708628	6,648624	6,749125	6,651845	6,569095		20			11	21	11	1	0	11	0,107246699354604	0,0467796325683594	2,06986381180362	22803	ENSG00000088930.7	XRN2	5'-3' exoribonuclease 2 [OS=Homo sapiens]	Q9H0D6-1
6,717071	6,632915	6,643855	6,58834	6,505956	6,997601	6,757072	6,679166	6,164523	6,529236		5			4	8	4	1	0	4	0,949587990413858	0,00789222717285156	0,0672793835624802	5229	ENSG00000164219.9	PGGT1B	Geranylgeranyl transferase type-1 subunit beta [OS=Homo sapiens]	P53609
6,649604	6,575161	6,7807	6,60324	6,472309	6,635162	6,698329	6,861425	6,570581	6,549792		17			3	14	3	1	0	3	0,193240417364068	0,0468554496765137	1,56233975373144	224	ENSG00000072210.18	ALDH3A2	Isoform 2 of Fatty aldehyde dehydrogenase [OS=Homo sapiens]	P51648-2
6,549378	6,733533	6,569805	6,680039	6,551545	6,469663	6,707264	6,684755	6,745946	6,709428		X			4	5	4	1	0	4	0,349579617237269	0,0465513229370117	1,05833783227277	4281	ENSG00000101871.14	MID1	E3 ubiquitin-protein ligase Midline-1 [OS=Homo sapiens]	O15344-1
6,365761	6,753501	6,513296	6,656644	6,768845	6,577378	6,807233	6,43376	6,698901	6,785028		13			13	25	13	1	0	13	0,356991050678806	0,0488505363464355	1,04019033487761	100158147	ENSSSCG00000011653.2	PCCB	propionyl-CoA carboxylase beta chain, mitochondrial [OS=Sus scrofa]	P79384
6,537539	6,57408	6,669981	6,683255	6,622891	6,687442	6,552869	6,669342	6,716031	6,705287		3			10	19	8	1	0	10	0,189209039211454	0,04864501953125	1,58021754160939	23066	ENSG00000144712.11	CAND2	Cullin-associated NEDD8-dissociated protein 2 [OS=Homo sapiens]	O75155-1
6,483801	6,67948	6,627887	6,632991	6,664617	6,611023	6,711492	6,619844	6,684398	6,708045		2			25	240	25	1	0	25	0,0891581528416699	0,0492053031921387	2,23456267897814	3329	ENSG00000144381.16	HSPD1	60 kDa heat shock protein, mitochondrial [OS=Homo sapiens]	P10809
6,526694	6,741476	6,525865	6,489707	6,783743	6,639434	6,754639	6,513538	6,677353	6,73621		13			4	7	4	1	0	4	0,307082988022391	0,0507377624511719	1,16964780471409	89890	ENSG00000165572.7	KBTBD6	kelch repeat and BTB domain-containing protein 6 [OS=Homo sapiens]	Q86V97
6,694813	6,599167	6,589119	6,623426	6,58871	6,654606	6,629354	6,746166	6,643055	6,660927		11			6	18	6	1	0	6	0,217763609827504	0,0477745056152344	1,4611874450553	10480	ENSG00000149100.12	EIF3M	Eukaryotic translation initiation factor 3 subunit M [OS=Homo sapiens]	Q7L2H7
6,527299	6,677824	6,636621	6,610707	6,640706	6,587064	6,634911	6,603418	6,772809	6,729265		X			3	11	3	1	0	3	0,290502386530006	0,0468618392944336	1,2169799895659	1678	ENSG00000126953.5	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A [OS=Homo sapiens]	O60220
6,582706	6,64018	6,658126	6,655306	6,559183	6,653919	6,653919	6,693812	6,68159	6,653885		15	+	Avastin_Control	14	53	14	1	0	14	0,0324097303711032	0,0483248710632324	3,21579653426722	50804		MYEF2	Myelin expression factor 2 [OS=Homo sapiens]	Q9P2K5-1
6,549911	6,648895	6,645272	6,6667	6,584736	6,643094	6,675949	6,633686	6,701129	6,683599		6			18	50	14	1	4	18	0,0823331528013384	0,0483883857727051	2,30666820022026	5528	ENSG00000112640.14	PPP2R5D	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform [OS=Homo sapiens]	Q14738-1
6,666754	6,636716	6,602138	6,628512	6,560481	6,661769	6,687077	6,71832	6,650333	6,617525		17			7	20	7	1	0	7	0,0767732446855339	0,0480847358703613	2,37057012668004	9146	ENSG00000185359.12	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate [OS=Homo sapiens]	O14964
6,298235	6,8401	6,542492	6,670809	6,688551	6,481377	6,913669	6,431149	6,749484	6,705912		2			5	8	5	1	0	5	0,371896300792675	0,0482804298400879	1,00468028770604	6546	ENSG00000183023.18	SLC8A1	Sodium/calcium exchanger 1 [OS=Homo sapiens]	P32418
6,798272	6,436286	6,632232	6,613972	6,593057	6,716292	6,556122	6,924788	6,468382	6,63007		8			81	236	80	1	0	81	0,596562429901379	0,0443670272827148	0,574225960317572	5339	ENSG00000178209.14	PLEC	plectin [OS=Homo sapiens]	Q15149-1
6,596147	6,61026	6,634279	6,602637	6,649488	6,658502	6,592305	6,747704	6,692583	6,640922		14			9	18	9	1	0	9	0,142616452532309	0,0478409767150879	1,82157180850708	64207	ENSG00000119669.4	IRF2BPL	interferon regulatory factor 2-binding protein-like [OS=Homo sapiens]	Q9H1B7
6,641504	6,877028	6,373538	6,744881	6,369473	6,780726	6,493051	6,708359	6,699241	6,616467		10			3	6	3	1	0	3	0,67126019223982	0,058283805847168	0,457194846968871	11101	ENSG00000107669.17	ATE1	Isoform ATE1-2 of Arginyl-tRNA--protein transferase 1 [OS=Homo sapiens]	O95260-2
6,632841	6,642366	6,578843	6,599164	6,643769	6,693293	6,626438	6,714754	6,62058	6,680831	Acetyl [N-Term]	17;7			3	29	3	1	0	3	0,13189712604762	0,0477824211120605	1,88903692166126	100037996;100518848	ENSSSCG00000002529.2;ENSSSCG00000021825.1	RPS21;LOC100518848	40S ribosomal protein S21 [OS=Sus scrofa]	P63221
6,681561	6,596873	6,626438	6,600613	6,589183	6,619848	6,688562	6,802835	6,607986	6,609548		12			4	23	4	1	0	4	0,312203459970297	0,0468223571777344	1,15551254541223	4666	ENSG00000196531.10	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form [OS=Homo sapiens]	E9PAV3
6,847817	6,593148	6,555425	6,709465	6,325745	6,868484	6,654379	6,708432	6,442085	6,616927		1			2	8	2	1	0	2	0,605092566822592	0,0517415046691895	0,560424568293892	6118	ENSG00000117748.9	RPA2	Isoform 3 of Replication protein A 32 kDa subunit [OS=Homo sapiens]	P15927-3
6,596934	6,625628	6,676563	6,616179	6,579589	6,616885	6,672425	6,723753	6,690653	6,632841		20	+	Avastin_Control	13	45	12	1	1	13	0,00515679548569206	0,0483328819274902	5,54999759102611	1457	ENSG00000101266.17	CSNK2A1	Casein kinase II subunit alpha [OS=Homo sapiens]	P68400
6,634315	6,60941	6,596923	6,695572	6,557648	6,555351	6,698956	6,71423	6,705713	6,658141		12			8	23	7	1	1	8	0,262743736131116	0,0477046012878418	1,30228077678436	23468	ENSG00000094916.14	CBX5	chromobox protein homolog 5 [OS=Homo sapiens]	P45973
6,475689	6,750068	6,529767	6,693476	6,630278	6,616601	6,783233	6,514018	6,735214	6,672731		16;CHR_HSCHR16_3_CTG1			2	6	2	1	0	2	0,129707132465176	0,0485039710998535	1,90354725429412	100529144	ENSG00000103426.12;ENSG00000278760.4	CORO7-PAM16	Isoform 3 of Coronin-7 [OS=Homo sapiens]	P57737-3
6,218761	6,807975	6,626968	6,687572	6,687095	6,510232	6,736225	6,476401	6,80989	6,769361		4			6	9	3	1	2	6	0,517897042497507	0,0547477722167969	0,708219625322935	2891	ENSG00000120251.18	GRIA2	glutamate receptor 2 [OS=Homo sapiens]	P42262-1
6,67948	6,624238	6,581953	6,63225	6,575889	6,660224	6,635593	6,746178	6,625694	6,667427	Acetyl [N-Term]	5			10	86	10	1	0	10	0,237979712505658	0,0482613563537598	1,38609767825719	4869	ENSG00000181163.13	NPM1	Nucleophosmin [OS=Homo sapiens]	P06748
6,596105	6,615288	6,626389	6,526626	6,725118	6,733354	6,621469	6,563413	6,716246	6,697639		6;CHR_HSCHR6_MHC_COX_CTG1;CHR_HSCHR6_MHC_DBB_CTG1;CHR_HSCHR6_MHC_MCF_CTG1;CHR_HSCHR6_MHC_QBL_CTG1			6	13	6	1	0	6	0,377069463307246	0,0485189437866211	0,992646878523436	10471	ENSG00000204220.10;ENSG00000237335.8;ENSG00000224782.8;ENSG00000235692.8;ENSG00000206283.10	PFDN6	Prefoldin subunit 6 [OS=Homo sapiens]	O15212
6,526681	6,645978	6,572098	6,681588	6,665235	6,630766	6,682268	6,608809	6,712791	6,701125		19	+	Avastin_Control	21	52	21	1	0	21	0,0243059757118862	0,0488356590270996	3,52655210022942	8943	ENSG00000065000.15	AP3D1	Isoform 5 of AP-3 complex subunit delta-1 [OS=Homo sapiens]	O14617-5
6,436157	6,659328	6,645997	6,752864	6,583913	6,655147	6,706131	6,54023	6,785284	6,640244		15			27	60	27	1	0	27	0,389235993385248	0,0497555732727051	0,964899864264565	23312	ENSG00000104093.13	DMXL2	Isoform 3 of DmX-like protein 2 [OS=Homo sapiens]	Q8TDJ6-3
6,619093	6,636537	6,657446	6,6132	6,569095	6,651705	6,661063	6,691386	6,688539	6,646693		5	+	Avastin_Control	22	110	22	1	0	22	0,0128924695017105	0,0488029479980469	4,27561523111052	733658		LOC733658;RTCB	tRNA-splicing ligase RtcB homolog [OS=Sus scrofa]	Q19PY3
6,476521	6,697446	6,663908	6,624266	6,621587	6,630076	6,671572	6,708697	6,673756	6,649755		4			2	7	2	1	0	2	0,161180976103946	0,0500255584716797	1,71664921095	9255	ENSG00000164022.16	AIMP1	Isoform 2 of Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 [OS=Homo sapiens]	Q12904-2
6,94364	6,157547	6,723831	6,616467	6,539859	6,703245	6,311369	7,15319	6,380827	6,626332		6;CHR_HSCHR6_MHC_COX_CTG1;CHR_HSCHR6_MHC_DBB_CTG1;CHR_HSCHR6_MHC_MANN_CTG1;CHR_HSCHR6_MHC_MCF_CTG1;CHR_HSCHR6_MHC_QBL_CTG1;CHR_HSCHR6_MHC_SSTO_CTG1			8	26	8	1	0	8	0,775210947210353	0,0387240409851074	0,305517840546306	1192	ENSG00000213719.8;ENSG00000206394.8;ENSG00000230685.6;ENSG00000226248.6;ENSG00000223639.6;ENSG00000226651.6;ENSG00000226417.6	CLIC1	chloride intracellular channel protein 1 [OS=Homo sapiens]	O00299
6,711489	6,506906	6,595431	6,690694	6,581199	6,705274	6,599164	6,714873	6,673024	6,64381		3			21	62	14	1	7	21	0,136444688299513	0,0500853538513184	1,85971988935226	397012	ENSSSCG00000008571.2	HADHA	Trifunctional enzyme subunit alpha, mitochondrial [OS=Sus scrofa]	Q29554
6,615153	6,742792	6,610907	6,536523	6,578268	6,604367	6,705341	6,635767	6,739755	6,649357		16			2	4	2	1	0	2	0,301742804354076	0,0501889228820801	1,18462523572148	10328	ENSG00000131148.8	EMC8	ER membrane protein complex subunit 8 [OS=Homo sapiens]	O43402
6,680831	6,604341	6,61612	6,590958	6,602847	6,652452	6,650312	6,780661	6,587953	6,660259		11			14	43	14	1	0	14	0,227843708242412	0,0473077774047852	1,42291422687421	5719	ENSG00000185627.17	PSMD13	26S proteasome non-ATPase regulatory subunit 13 [OS=Homo sapiens]	Q9UNM6
6,14754	6,978402	6,624069	6,809927	6,387139	6,894776	6,7286	6,139704	6,960219	6,46255		10			7	61	7	1	0	7	0,830340968397169	0,0477542877197266	0,228669374028083	5949	ENSG00000265203.1	RBP3	Retinol-binding protein 3 [OS=Homo sapiens]	P10745
6,613179	6,645924	6,71454	6,590883	6,522576	6,647095	6,615099	6,705688	6,705213	6,662479		2			5	10	5	1	0	5	0,212367179025661	0,0496942520141602	1,48241647410355	55854	ENSG00000065548.17	ZC3H15	Zinc finger CCCH domain-containing protein 15 [OS=Homo sapiens]	Q8WU90
6,253611	6,69488	6,703211	6,903279	6,454505	6,395748	6,793116	6,536053	6,929554	6,624978		3			2	2	2	1	0	2	0,42191237149941	0,0539925575256348	0,893871830806668	10675	ENSG00000114646.9	CSPG5	Chondroitin sulfate proteoglycan 5 [OS=Homo sapiens]	O95196
6,764198	6,40895	6,612295	6,702763	6,582518	6,680058	6,514911	6,82927	6,520422	6,766417		15			8	19	8	1	0	8	0,569855901014877	0,0480709075927734	0,618283830030861	396931	ENSSSCG00000016156.2	ACADL	Long-chain specific acyl-CoA dehydrogenase, mitochondrial [OS=Sus scrofa]	P79274
6,66165	6,595416	6,596784	6,658875	6,58027	6,702359	6,65525	6,736837	6,624246	6,61612		10			10	27	9	1	1	10	0,158794455647025	0,0483635902404785	1,72939733232001	8027	ENSG00000136738.14	STAM	signal transducing adapter molecule 1 [OS=Homo sapiens]	Q92783
6,554523	6,631407	6,635138	6,680524	6,590961	6,613793	6,714213	6,661206	6,676651	6,671454		7	+	Avastin_Control	5	16	3	1	0	5	0,042575377745478	0,0489530563354492	2,93560013248851	5898	ENSG00000006451.7	RALA	Ras-related protein Ral-A [OS=Homo sapiens]	P11233
6,844766	6,608002	6,616687	6,50405	6,45154	6,742249	6,724514	6,620739	6,611726	6,616087		14			2	4	2	1	0	2	0,292354424115341	0,0580541610717773	1,21156881177802	2957	ENSG00000165417.11	GTF2A1	Transcription initiation factor IIA subunit 1 [OS=Homo sapiens]	P52655-1
6,663973	6,587587	6,761353	6,637023	6,421125	6,651525	6,798675	6,695569	6,730588	6,433783		1			4	6	4	1	0	4	0,377608005185074	0,0478156089782715	0,991402427214176	100144496		RAB32	Ras-related protein Rab-32 [OS=Sus scrofa]	Q06AU5
6,781747	6,396144	6,533659	6,681581	6,66888	6,540702	6,824924	6,811441	6,570888	6,559183		1			3	7	3	1	0	3	0,722669615151397	0,0490253448486328	0,380861587912641	2730	ENSG00000023909.9	GCLM	Glutamate--cysteine ligase regulatory subunit [OS=Homo sapiens]	P48507
6,107961	6,812416	6,611818	6,751597	6,702415	6,385885	6,814238	6,385068	6,830348	6,838458		14			6	15	4	1	0	6	0,555598274242234	0,0535578727722168	0,642372285327253	9628	ENSG00000182732.16	RGS6	Isoform 3 of Regulator of G-protein signaling 6 [OS=Homo sapiens]	P49758-3
6,680175	6,605813	6,636613	6,658904	6,507648	6,68229	6,641686	6,740011	6,656623	6,615441		2			29	97	29	1	0	29	0,107609391720273	0,0493797302246094	2,0668841777863	7514	ENSG00000082898.16	XPO1	Exportin-1 [OS=Homo sapiens]	O14980
6,658212	6,611545	6,616862	6,677305	6,525907	6,614709	6,651049	6,670674	6,748162	6,652415		17			8	21	8	1	0	8	0,146935429224635	0,0494356155395508	1,79591403381078	2885	ENSG00000177885.13	GRB2	Growth factor receptor-bound protein 2 [OS=Homo sapiens]	P29354-1
6,486232	6,74124	6,598422	6,625687	6,632195	6,627632	6,719042	6,594697	6,664434	6,729876		12			3	30	3	1	0	3	0,176142922635912	0,0503815650939941	1,64099281297202	5763	ENSG00000159335.15	PTMS	Parathymosin [OS=Homo sapiens]	P20962
6,550918	6,724396	6,584167	6,680788	6,544913	6,702518	6,708738	6,568616	6,716105	6,639519		1			10	57	10	1	0	10	0,198400382026494	0,0500630378723145	1,54000838518981	100521423	ENSSSCG00000005627.1	LOC100521423;AK1	Adenylate kinase isoenzyme 1 [OS=Sus scrofa]	P00571
7,293859	5,96904	6,56139	6,51889	6,420251	7,37283	5,996611	6,449467	6,600664	6,556978		10			3	8	3	1	0	3	0,370835631934818	0,0426238059997559	1,00716553944825	64077	ENSG00000107902.13	LHPP	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase [OS=Homo sapiens]	Q9H008-1
6,663888	6,678069	6,657804	6,594536	6,492516	6,725491	6,63007	6,673839	6,666976	6,641689		2			3	12	3	1	0	3	0,197861413857267	0,0502503395080566	1,54231291501048	51639	ENSG00000115128.6	SF3B14;SF3B6	Splicing factor 3B subunit 6 [OS=Homo sapiens]	Q9Y3B4
6,282747	6,669936	6,777741	6,789186	6,508561	6,560605	6,643694	6,679469	6,844313	6,588149		5			5	10	5	1	0	5	0,414741847152696	0,0576115608215332	0,909052678259464	814	ENSG00000152495.10	CAMK4	calcium/calmodulin-dependent protein kinase type IV [OS=Homo sapiens]	Q16566
6,235464	6,818845	6,538373	6,680163	6,752864	6,40684	6,8182	6,318276	6,892317	6,809901		10			14	45	14	1	0	14	0,595305185563903	0,0439651489257813	0,576270787254628	396929	ENSSSCG00000011060.2	GAD2	Glutamate decarboxylase 2 [OS=Sus scrofa]	P48321
6,975934	6,063094	6,541144	6,775489	6,579423	6,965707	6,387188	6,733891	6,531038	6,645176		12			3	7	3	1	0	3	0,532599707458043	0,0655831336975098	0,682147413562179	2819	ENSG00000167588.12	GPD1	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic [OS=Homo sapiens]	P21695-1
6,51016	6,727918	6,676656	6,645297	6,521985	6,608809	6,750197	6,558375	6,760205	6,652486		2			24	1297	6	1	27	24	0,340624839770256	0,0496112823486328	1,08072866415996	7277	ENSG00000127824.13	TUBA4A	Tubulin alpha-4A chain [OS=Homo sapiens]	P68366
6,451076	6,705925	6,655351	6,588705	6,680819	6,649529	6,751543	6,506208	6,719707	6,703187		2			12	52	12	1	0	12	0,445577895721744	0,0496601104736328	0,845227629494132	10989	ENSG00000132305.20	IMMT	MICOS complex subunit Mic60 [OS=Homo sapiens]	Q16891
6,669591	6,599802	6,624112	6,656782	6,538378	6,633649	6,641356	6,738626	6,679456	6,646009		11			12	54	2	1	11	12	0,148232516927066	0,0500861167907715	1,78836553635007	5499	ENSG00000172531.14	PPP1CA	Isoform 2 of Serine/threonine-protein phosphatase PP1-alpha catalytic subunit [OS=Homo sapiens]	P62136-2
6,322874	6,647196	6,561577	6,842012	6,650679	6,541158	6,651045	6,484371	6,829878	6,794152		17			5	12	3	1	0	5	0,366869774112252	0,0552532196044922	1,01651335646656	57555	ENSG00000169992.9	NLGN2	Neuroligin-2 [OS=Homo sapiens]	Q8NFZ4
6,728357	6,591709	6,614683	6,610287	6,543619	6,633703	6,694637	6,757334	6,594557	6,654443		16			8	15	8	1	0	8	0,334728754346056	0,0492039680480957	1,09576254037686	5713	ENSG00000103035.10	PSMD7	26S proteasome non-ATPase regulatory subunit 7 [OS=Homo sapiens]	P51665
6,666247	6,662372	6,611084	6,709116	6,427926	6,772319	6,545702	6,645252	6,659561	6,704465		10			5	11	5	1	0	5	0,501888917182539	0,050111198425293	0,73722898785462	26019	ENSG00000151461.19	UPF2	Regulator of nonsense transcripts 2 [OS=Homo sapiens]	Q9HAU5
6,709178	6,545338	6,600537	6,635785	6,599126	6,594654	6,616169	6,827094	6,599471	6,688562		2			11	32	11	1	0	11	0,462566591726811	0,0471973419189453	0,811575565483184	4144	ENSG00000168906.12	MAT2A	S-adenosylmethionine synthase isoform type-2 [OS=Homo sapiens]	P31153
6,667462	6,665319	6,644213	6,614858	6,488586	6,808224	6,730515	6,603163	6,57497	6,605109		3			4	10	4	1	0	4	0,275122607870383	0,0483083724975586	1,26322442962678	22916	ENSG00000114503.10	NCBP2	Nuclear cap-binding protein subunit 2 [OS=Homo sapiens]	P52298-1
6,676912	6,603727	6,574066	6,544745	6,656335	6,611247	6,568143	6,744145	6,659018	6,741104		1			3	7	3	1	0	3	0,299131759394084	0,053574275970459	1,1920387389817	127700	ENSG00000116885.18	OSCP1	Protein OSCP1 [OS=Homo sapiens]	Q8WVF1-1
